Dagsetning,Konnun,Flokkur,Prosent,Aths
30-Sep-06,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-06,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Sep-06,Capacent (fylgi flokka allir),Dögun,,
30-Sep-06,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,8",
30-Sep-06,Capacent (fylgi flokka allir),Frjálslyndir,"3,2",
30-Sep-06,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-06,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Sep-06,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-06,Capacent (fylgi flokka allir),Píratar,,
30-Sep-06,Capacent (fylgi flokka allir),Samfylkingin,"26,6",
30-Sep-06,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-06,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"41,2",
30-Sep-06,Capacent (fylgi flokka allir),Vinstri grænir,20,
31-Oct-06,Capacent (fylgi flokka allir),Aðrir flokkar,0,
31-Oct-06,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-06,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Oct-06,Capacent (fylgi flokka allir),Dögun,,
31-Oct-06,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,3",
31-Oct-06,Capacent (fylgi flokka allir),Frjálslyndir,"3,5",
31-Oct-06,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-06,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Oct-06,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-06,Capacent (fylgi flokka allir),Píratar,,
31-Oct-06,Capacent (fylgi flokka allir),Samfylkingin,"25,1",
31-Oct-06,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-06,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"42,9",
31-Oct-06,Capacent (fylgi flokka allir),Vinstri grænir,"20,1",
30-Nov-06,Capacent (fylgi flokka allir),Aðrir flokkar,0,
30-Nov-06,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-06,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Nov-06,Capacent (fylgi flokka allir),Dögun,,
30-Nov-06,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,1",
30-Nov-06,Capacent (fylgi flokka allir),Frjálslyndir,11,
30-Nov-06,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-06,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Nov-06,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-06,Capacent (fylgi flokka allir),Píratar,,
30-Nov-06,Capacent (fylgi flokka allir),Samfylkingin,"24,7",
30-Nov-06,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-06,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,5",
30-Nov-06,Capacent (fylgi flokka allir),Vinstri grænir,"18,5",
31-Dec-06,Capacent (fylgi flokka allir),Aðrir flokkar,0,
31-Dec-06,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-06,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Dec-06,Capacent (fylgi flokka allir),Dögun,,
31-Dec-06,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,8",
31-Dec-06,Capacent (fylgi flokka allir),Frjálslyndir,"10,7",
31-Dec-06,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-06,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Dec-06,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-06,Capacent (fylgi flokka allir),Píratar,,
31-Dec-06,Capacent (fylgi flokka allir),Samfylkingin,"23,9",
31-Dec-06,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-06,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,8",
31-Dec-06,Capacent (fylgi flokka allir),Vinstri grænir,"18,7",
31-Jan-07,Capacent (fylgi flokka allir),Aðrir flokkar,"1,8",
31-Jan-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Jan-07,Capacent (fylgi flokka allir),Dögun,,
31-Jan-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,8",
31-Jan-07,Capacent (fylgi flokka allir),Frjálslyndir,"8,8",
31-Jan-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jan-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-07,Capacent (fylgi flokka allir),Píratar,,
31-Jan-07,Capacent (fylgi flokka allir),Samfylkingin,"22,2",
31-Jan-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,3",
31-Jan-07,Capacent (fylgi flokka allir),Vinstri grænir,"20,8",
28-Feb-07,Capacent (fylgi flokka allir),Aðrir flokkar,"0,7",
28-Feb-07,Capacent (fylgi flokka allir),Björt framtíð,0,
28-Feb-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
28-Feb-07,Capacent (fylgi flokka allir),Dögun,,
28-Feb-07,Capacent (fylgi flokka allir),Framsóknarflokkur,10,
28-Feb-07,Capacent (fylgi flokka allir),Frjálslyndir,"6,9",
28-Feb-07,Capacent (fylgi flokka allir),Hægri grænir,,
28-Feb-07,Capacent (fylgi flokka allir),Hreyfingin,0,
28-Feb-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
28-Feb-07,Capacent (fylgi flokka allir),Píratar,,
28-Feb-07,Capacent (fylgi flokka allir),Samfylkingin,"22,5",
28-Feb-07,Capacent (fylgi flokka allir),Samstaða,0,
28-Feb-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,3",
28-Feb-07,Capacent (fylgi flokka allir),Vinstri grænir,"23,5",
31-Mar-07,Capacent (fylgi flokka allir),Aðrir flokkar,"2,4",
31-Mar-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Mar-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Mar-07,Capacent (fylgi flokka allir),Dögun,,
31-Mar-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,1",
31-Mar-07,Capacent (fylgi flokka allir),Frjálslyndir,"5,8",
31-Mar-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Mar-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Mar-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-07,Capacent (fylgi flokka allir),Píratar,,
31-Mar-07,Capacent (fylgi flokka allir),Samfylkingin,"20,5",
31-Mar-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Mar-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,37,
31-Mar-07,Capacent (fylgi flokka allir),Vinstri grænir,"26,3",
30-Apr-07,Capacent (fylgi flokka allir),Aðrir flokkar,4,
30-Apr-07,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Apr-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Apr-07,Capacent (fylgi flokka allir),Dögun,,
30-Apr-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,9",
30-Apr-07,Capacent (fylgi flokka allir),Frjálslyndir,"5,3",
30-Apr-07,Capacent (fylgi flokka allir),Hægri grænir,,
30-Apr-07,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Apr-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-07,Capacent (fylgi flokka allir),Píratar,,
30-Apr-07,Capacent (fylgi flokka allir),Samfylkingin,"20,8",
30-Apr-07,Capacent (fylgi flokka allir),Samstaða,0,
30-Apr-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"39,6",
30-Apr-07,Capacent (fylgi flokka allir),Vinstri grænir,"21,3",
31-May-07,Capacent (fylgi flokka allir),Aðrir flokkar,"2,5",
31-May-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-May-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-May-07,Capacent (fylgi flokka allir),Dögun,,
31-May-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,7",
31-May-07,Capacent (fylgi flokka allir),Frjálslyndir,"5,4",
31-May-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-May-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-May-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-07,Capacent (fylgi flokka allir),Píratar,,
31-May-07,Capacent (fylgi flokka allir),Samfylkingin,"26,5",
31-May-07,Capacent (fylgi flokka allir),Samstaða,0,
31-May-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,41,
31-May-07,Capacent (fylgi flokka allir),Vinstri grænir,15,
30-Jun-07,Capacent (fylgi flokka allir),Aðrir flokkar,"1,6",
30-Jun-07,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Jun-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Jun-07,Capacent (fylgi flokka allir),Dögun,,
30-Jun-07,Capacent (fylgi flokka allir),Framsóknarflokkur,9,
30-Jun-07,Capacent (fylgi flokka allir),Frjálslyndir,"5,1",
30-Jun-07,Capacent (fylgi flokka allir),Hægri grænir,,
30-Jun-07,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Jun-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-07,Capacent (fylgi flokka allir),Píratar,,
30-Jun-07,Capacent (fylgi flokka allir),Samfylkingin,"28,5",
30-Jun-07,Capacent (fylgi flokka allir),Samstaða,0,
30-Jun-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"40,6",
30-Jun-07,Capacent (fylgi flokka allir),Vinstri grænir,"15,2",
31-Jul-07,Capacent (fylgi flokka allir),Aðrir flokkar,"1,7",
31-Jul-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jul-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Jul-07,Capacent (fylgi flokka allir),Dögun,,
31-Jul-07,Capacent (fylgi flokka allir),Framsóknarflokkur,8,
31-Jul-07,Capacent (fylgi flokka allir),Frjálslyndir,"4,6",
31-Jul-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jul-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jul-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-07,Capacent (fylgi flokka allir),Píratar,,
31-Jul-07,Capacent (fylgi flokka allir),Samfylkingin,"27,5",
31-Jul-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Jul-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"45,1",
31-Jul-07,Capacent (fylgi flokka allir),Vinstri grænir,"13,1",
31-Aug-07,Capacent (fylgi flokka allir),Aðrir flokkar,"1,1",
31-Aug-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Aug-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Aug-07,Capacent (fylgi flokka allir),Dögun,,
31-Aug-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,8",
31-Aug-07,Capacent (fylgi flokka allir),Frjálslyndir,4,
31-Aug-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Aug-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Aug-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-07,Capacent (fylgi flokka allir),Píratar,,
31-Aug-07,Capacent (fylgi flokka allir),Samfylkingin,"28,8",
31-Aug-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Aug-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"41,7",
31-Aug-07,Capacent (fylgi flokka allir),Vinstri grænir,"15,7",
30-Sep-07,Capacent (fylgi flokka allir),Aðrir flokkar,1,
30-Sep-07,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Sep-07,Capacent (fylgi flokka allir),Dögun,,
30-Sep-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,6",
30-Sep-07,Capacent (fylgi flokka allir),Frjálslyndir,"5,1",
30-Sep-07,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-07,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Sep-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-07,Capacent (fylgi flokka allir),Píratar,,
30-Sep-07,Capacent (fylgi flokka allir),Samfylkingin,"27,2",
30-Sep-07,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"42,4",
30-Sep-07,Capacent (fylgi flokka allir),Vinstri grænir,"15,7",
31-Oct-07,Capacent (fylgi flokka allir),Aðrir flokkar,"1,2",
31-Oct-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Oct-07,Capacent (fylgi flokka allir),Dögun,,
31-Oct-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,5",
31-Oct-07,Capacent (fylgi flokka allir),Frjálslyndir,"4,5",
31-Oct-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Oct-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-07,Capacent (fylgi flokka allir),Píratar,,
31-Oct-07,Capacent (fylgi flokka allir),Samfylkingin,"27,9",
31-Oct-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"41,1",
31-Oct-07,Capacent (fylgi flokka allir),Vinstri grænir,"15,9",
30-Nov-07,Capacent (fylgi flokka allir),Aðrir flokkar,1,
30-Nov-07,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Nov-07,Capacent (fylgi flokka allir),Dögun,,
30-Nov-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,3",
30-Nov-07,Capacent (fylgi flokka allir),Frjálslyndir,"3,8",
30-Nov-07,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-07,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Nov-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-07,Capacent (fylgi flokka allir),Píratar,,
30-Nov-07,Capacent (fylgi flokka allir),Samfylkingin,"31,2",
30-Nov-07,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"39,1",
30-Nov-07,Capacent (fylgi flokka allir),Vinstri grænir,"16,7",
31-Dec-07,Capacent (fylgi flokka allir),Aðrir flokkar,"0,8",
31-Dec-07,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-07,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Dec-07,Capacent (fylgi flokka allir),Dögun,,
31-Dec-07,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,7",
31-Dec-07,Capacent (fylgi flokka allir),Frjálslyndir,"4,4",
31-Dec-07,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-07,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Dec-07,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-07,Capacent (fylgi flokka allir),Píratar,,
31-Dec-07,Capacent (fylgi flokka allir),Samfylkingin,"30,3",
31-Dec-07,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-07,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"40,3",
31-Dec-07,Capacent (fylgi flokka allir),Vinstri grænir,"15,4",
31-Jan-08,Capacent (fylgi flokka allir),Aðrir flokkar,"0,1",
31-Jan-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Jan-08,Capacent (fylgi flokka allir),Dögun,,
31-Jan-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"7,6",
31-Jan-08,Capacent (fylgi flokka allir),Frjálslyndir,"4,3",
31-Jan-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jan-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-08,Capacent (fylgi flokka allir),Píratar,,
31-Jan-08,Capacent (fylgi flokka allir),Samfylkingin,31,
31-Jan-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"41,2",
31-Jan-08,Capacent (fylgi flokka allir),Vinstri grænir,"15,4",
29-Feb-08,Capacent (fylgi flokka allir),Aðrir flokkar,"0,4",
29-Feb-08,Capacent (fylgi flokka allir),Björt framtíð,0,
29-Feb-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
29-Feb-08,Capacent (fylgi flokka allir),Dögun,,
29-Feb-08,Capacent (fylgi flokka allir),Framsóknarflokkur,7,
29-Feb-08,Capacent (fylgi flokka allir),Frjálslyndir,"4,2",
29-Feb-08,Capacent (fylgi flokka allir),Hægri grænir,,
29-Feb-08,Capacent (fylgi flokka allir),Hreyfingin,0,
29-Feb-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
29-Feb-08,Capacent (fylgi flokka allir),Píratar,,
29-Feb-08,Capacent (fylgi flokka allir),Samfylkingin,"34,7",
29-Feb-08,Capacent (fylgi flokka allir),Samstaða,0,
29-Feb-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,38,
29-Feb-08,Capacent (fylgi flokka allir),Vinstri grænir,"15,7",
31-Mar-08,Capacent (fylgi flokka allir),Aðrir flokkar,"0,5",
31-Mar-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Mar-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Mar-08,Capacent (fylgi flokka allir),Dögun,,
31-Mar-08,Capacent (fylgi flokka allir),Framsóknarflokkur,8,
31-Mar-08,Capacent (fylgi flokka allir),Frjálslyndir,"5,1",
31-Mar-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Mar-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Mar-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-08,Capacent (fylgi flokka allir),Píratar,,
31-Mar-08,Capacent (fylgi flokka allir),Samfylkingin,"32,5",
31-Mar-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Mar-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,2",
31-Mar-08,Capacent (fylgi flokka allir),Vinstri grænir,"16,7",
30-Apr-08,Capacent (fylgi flokka allir),Aðrir flokkar,"0,3",
30-Apr-08,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Apr-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Apr-08,Capacent (fylgi flokka allir),Dögun,,
30-Apr-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,5",
30-Apr-08,Capacent (fylgi flokka allir),Frjálslyndir,"5,9",
30-Apr-08,Capacent (fylgi flokka allir),Hægri grænir,,
30-Apr-08,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Apr-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-08,Capacent (fylgi flokka allir),Píratar,,
30-Apr-08,Capacent (fylgi flokka allir),Samfylkingin,"25,8",
30-Apr-08,Capacent (fylgi flokka allir),Samstaða,0,
30-Apr-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,1",
30-Apr-08,Capacent (fylgi flokka allir),Vinstri grænir,"21,3",
31-May-08,Capacent (fylgi flokka allir),Aðrir flokkar,"0,7",
31-May-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-May-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-May-08,Capacent (fylgi flokka allir),Dögun,,
31-May-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"8,1",
31-May-08,Capacent (fylgi flokka allir),Frjálslyndir,"5,3",
31-May-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-May-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-May-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-08,Capacent (fylgi flokka allir),Píratar,,
31-May-08,Capacent (fylgi flokka allir),Samfylkingin,"30,6",
31-May-08,Capacent (fylgi flokka allir),Samstaða,0,
31-May-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,4",
31-May-08,Capacent (fylgi flokka allir),Vinstri grænir,"21,9",
30-Jun-08,Capacent (fylgi flokka allir),Aðrir flokkar,"2,9",
30-Jun-08,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Jun-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Jun-08,Capacent (fylgi flokka allir),Dögun,,
30-Jun-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,1",
30-Jun-08,Capacent (fylgi flokka allir),Frjálslyndir,"4,5",
30-Jun-08,Capacent (fylgi flokka allir),Hægri grænir,,
30-Jun-08,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Jun-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-08,Capacent (fylgi flokka allir),Píratar,,
30-Jun-08,Capacent (fylgi flokka allir),Samfylkingin,"29,8",
30-Jun-08,Capacent (fylgi flokka allir),Samstaða,0,
30-Jun-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,4",
30-Jun-08,Capacent (fylgi flokka allir),Vinstri grænir,"20,4",
31-Jul-08,Capacent (fylgi flokka allir),Aðrir flokkar,"2,2",
31-Jul-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jul-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Jul-08,Capacent (fylgi flokka allir),Dögun,,
31-Jul-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,5",
31-Jul-08,Capacent (fylgi flokka allir),Frjálslyndir,"5,2",
31-Jul-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jul-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Jul-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-08,Capacent (fylgi flokka allir),Píratar,,
31-Jul-08,Capacent (fylgi flokka allir),Samfylkingin,"29,4",
31-Jul-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Jul-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"31,9",
31-Jul-08,Capacent (fylgi flokka allir),Vinstri grænir,"21,8",
31-Aug-08,Capacent (fylgi flokka allir),Aðrir flokkar,2,
31-Aug-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Aug-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Aug-08,Capacent (fylgi flokka allir),Dögun,,
31-Aug-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,7",
31-Aug-08,Capacent (fylgi flokka allir),Frjálslyndir,"3,6",
31-Aug-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Aug-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Aug-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-08,Capacent (fylgi flokka allir),Píratar,,
31-Aug-08,Capacent (fylgi flokka allir),Samfylkingin,"33,4",
31-Aug-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Aug-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"32,1",
31-Aug-08,Capacent (fylgi flokka allir),Vinstri grænir,"19,2",
30-Sep-08,Capacent (fylgi flokka allir),Aðrir flokkar,"1,7",
30-Sep-08,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Sep-08,Capacent (fylgi flokka allir),Dögun,,
30-Sep-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"9,9",
30-Sep-08,Capacent (fylgi flokka allir),Frjálslyndir,"4,3",
30-Sep-08,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-08,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Sep-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-08,Capacent (fylgi flokka allir),Píratar,,
30-Sep-08,Capacent (fylgi flokka allir),Samfylkingin,"32,5",
30-Sep-08,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"31,1",
30-Sep-08,Capacent (fylgi flokka allir),Vinstri grænir,"20,5",
21-Oct-08,MMR,Aðrir,"3,225806452",
21-Oct-08,MMR,Björt Framtíð,,
21-Oct-08,MMR,Borgarahreyfingin,,
21-Oct-08,MMR,Dögun,,
21-Oct-08,MMR,Framsókn,"9,181141439",
21-Oct-08,MMR,Frjálslyndi flokkurinn,"3,473945409",
21-Oct-08,MMR,Hægri grænir,,
21-Oct-08,MMR,Hreyfingin,,
21-Oct-08,MMR,Lýðræðisvaktin,,
21-Oct-08,MMR,Píratar,,
21-Oct-08,MMR,Samfylking,"27,29528536",
21-Oct-08,MMR,Samstaða,,
21-Oct-08,MMR,Sjálfstæðisflokkur,"27,79156328",
21-Oct-08,MMR,Vinstrihreyfingin grænt framboð,"29,03225806",
31-Oct-08,Capacent (fylgi flokka allir),Aðrir flokkar,"1,7",
31-Oct-08,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
31-Oct-08,Capacent (fylgi flokka allir),Dögun,,
31-Oct-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"10,4",
31-Oct-08,Capacent (fylgi flokka allir),Frjálslyndir,"3,3",
31-Oct-08,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-08,Capacent (fylgi flokka allir),Hreyfingin,0,
31-Oct-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-08,Capacent (fylgi flokka allir),Píratar,,
31-Oct-08,Capacent (fylgi flokka allir),Samfylkingin,"31,3",
31-Oct-08,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,2",
31-Oct-08,Capacent (fylgi flokka allir),Vinstri grænir,"27,3",
30-Nov-08,Capacent (fylgi flokka allir),Aðrir flokkar,"5,2",
30-Nov-08,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-08,Capacent (fylgi flokka allir),Borgarahreyfingin,0,
30-Nov-08,Capacent (fylgi flokka allir),Dögun,,
30-Nov-08,Capacent (fylgi flokka allir),Framsóknarflokkur,"7,6",
30-Nov-08,Capacent (fylgi flokka allir),Frjálslyndir,"3,1",
30-Nov-08,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-08,Capacent (fylgi flokka allir),Hreyfingin,0,
30-Nov-08,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-08,Capacent (fylgi flokka allir),Píratar,,
30-Nov-08,Capacent (fylgi flokka allir),Samfylkingin,"31,4",
30-Nov-08,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-08,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"20,6",
30-Nov-08,Capacent (fylgi flokka allir),Vinstri grænir,"32,2",
5-Dec-08,MMR,Aðrir,"9,30041266",
5-Dec-08,MMR,Björt Framtíð,,
5-Dec-08,MMR,Borgarahreyfingin,,
5-Dec-08,MMR,Dögun,,
5-Dec-08,MMR,Framsókn,"4,916673003",
5-Dec-08,MMR,Frjálslyndi flokkurinn,"2,992306682",
5-Dec-08,MMR,Hægri grænir,,
5-Dec-08,MMR,Hreyfingin,,
